DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20090921,21-Sep-09,2,Monday,Lunes,Lundi,21,264,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090922,22-Sep-09,3,Tuesday,Martes,Mardi,22,265,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090923,23-Sep-09,4,Wednesday,Miércoles,Mercredi,23,266,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090924,24-Sep-09,5,Thursday,Jueves,Jeudi,24,267,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090925,25-Sep-09,6,Friday,Viernes,Vendredi,25,268,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090926,26-Sep-09,7,Saturday,Sábado,Samedi,26,269,39,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090927,27-Sep-09,1,Sunday,Domingo,Dimanche,27,270,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090928,28-Sep-09,2,Monday,Lunes,Lundi,28,271,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090929,29-Sep-09,3,Tuesday,Martes,Mardi,29,272,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20090930,30-Sep-09,4,Wednesday,Miércoles,Mercredi,30,273,40,September,Septiembre,Septembre,9,3,2009,2,1,2010,1
20091001,1-Oct-09,5,Thursday,Jueves,Jeudi,1,274,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091002,2-Oct-09,6,Friday,Viernes,Vendredi,2,275,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091003,3-Oct-09,7,Saturday,Sábado,Samedi,3,276,40,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091004,4-Oct-09,1,Sunday,Domingo,Dimanche,4,277,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091005,5-Oct-09,2,Monday,Lunes,Lundi,5,278,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091006,6-Oct-09,3,Tuesday,Martes,Mardi,6,279,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091007,7-Oct-09,4,Wednesday,Miércoles,Mercredi,7,280,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091008,8-Oct-09,5,Thursday,Jueves,Jeudi,8,281,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091009,9-Oct-09,6,Friday,Viernes,Vendredi,9,282,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091010,10-Oct-09,7,Saturday,Sábado,Samedi,10,283,41,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091011,11-Oct-09,1,Sunday,Domingo,Dimanche,11,284,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091012,12-Oct-09,2,Monday,Lunes,Lundi,12,285,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091013,13-Oct-09,3,Tuesday,Martes,Mardi,13,286,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091014,14-Oct-09,4,Wednesday,Miércoles,Mercredi,14,287,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091015,15-Oct-09,5,Thursday,Jueves,Jeudi,15,288,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091016,16-Oct-09,6,Friday,Viernes,Vendredi,16,289,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091017,17-Oct-09,7,Saturday,Sábado,Samedi,17,290,42,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091018,18-Oct-09,1,Sunday,Domingo,Dimanche,18,291,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091019,19-Oct-09,2,Monday,Lunes,Lundi,19,292,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091020,20-Oct-09,3,Tuesday,Martes,Mardi,20,293,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091021,21-Oct-09,4,Wednesday,Miércoles,Mercredi,21,294,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091022,22-Oct-09,5,Thursday,Jueves,Jeudi,22,295,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091023,23-Oct-09,6,Friday,Viernes,Vendredi,23,296,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091024,24-Oct-09,7,Saturday,Sábado,Samedi,24,297,43,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091025,25-Oct-09,1,Sunday,Domingo,Dimanche,25,298,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091026,26-Oct-09,2,Monday,Lunes,Lundi,26,299,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091027,27-Oct-09,3,Tuesday,Martes,Mardi,27,300,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091028,28-Oct-09,4,Wednesday,Miércoles,Mercredi,28,301,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091029,29-Oct-09,5,Thursday,Jueves,Jeudi,29,302,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091030,30-Oct-09,6,Friday,Viernes,Vendredi,30,303,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091031,31-Oct-09,7,Saturday,Sábado,Samedi,31,304,44,October,Octubre,Octobre,10,4,2009,2,2,2010,1
20091101,1-Nov-09,1,Sunday,Domingo,Dimanche,1,305,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091102,2-Nov-09,2,Monday,Lunes,Lundi,2,306,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091103,3-Nov-09,3,Tuesday,Martes,Mardi,3,307,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091104,4-Nov-09,4,Wednesday,Miércoles,Mercredi,4,308,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091105,5-Nov-09,5,Thursday,Jueves,Jeudi,5,309,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091106,6-Nov-09,6,Friday,Viernes,Vendredi,6,310,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091107,7-Nov-09,7,Saturday,Sábado,Samedi,7,311,45,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091108,8-Nov-09,1,Sunday,Domingo,Dimanche,8,312,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091109,9-Nov-09,2,Monday,Lunes,Lundi,9,313,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091110,10-Nov-09,3,Tuesday,Martes,Mardi,10,314,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091111,11-Nov-09,4,Wednesday,Miércoles,Mercredi,11,315,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091112,12-Nov-09,5,Thursday,Jueves,Jeudi,12,316,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091113,13-Nov-09,6,Friday,Viernes,Vendredi,13,317,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091114,14-Nov-09,7,Saturday,Sábado,Samedi,14,318,46,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091115,15-Nov-09,1,Sunday,Domingo,Dimanche,15,319,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091116,16-Nov-09,2,Monday,Lunes,Lundi,16,320,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091117,17-Nov-09,3,Tuesday,Martes,Mardi,17,321,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091118,18-Nov-09,4,Wednesday,Miércoles,Mercredi,18,322,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091119,19-Nov-09,5,Thursday,Jueves,Jeudi,19,323,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091120,20-Nov-09,6,Friday,Viernes,Vendredi,20,324,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091121,21-Nov-09,7,Saturday,Sábado,Samedi,21,325,47,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091122,22-Nov-09,1,Sunday,Domingo,Dimanche,22,326,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091123,23-Nov-09,2,Monday,Lunes,Lundi,23,327,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091124,24-Nov-09,3,Tuesday,Martes,Mardi,24,328,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091125,25-Nov-09,4,Wednesday,Miércoles,Mercredi,25,329,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091126,26-Nov-09,5,Thursday,Jueves,Jeudi,26,330,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091127,27-Nov-09,6,Friday,Viernes,Vendredi,27,331,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091128,28-Nov-09,7,Saturday,Sábado,Samedi,28,332,48,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091129,29-Nov-09,1,Sunday,Domingo,Dimanche,29,333,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091130,30-Nov-09,2,Monday,Lunes,Lundi,30,334,49,November,Noviembre,Novembre,11,4,2009,2,2,2010,1
20091201,1-Dec-09,3,Tuesday,Martes,Mardi,1,335,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091202,2-Dec-09,4,Wednesday,Miércoles,Mercredi,2,336,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091203,3-Dec-09,5,Thursday,Jueves,Jeudi,3,337,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091204,4-Dec-09,6,Friday,Viernes,Vendredi,4,338,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091205,5-Dec-09,7,Saturday,Sábado,Samedi,5,339,49,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091206,6-Dec-09,1,Sunday,Domingo,Dimanche,6,340,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091207,7-Dec-09,2,Monday,Lunes,Lundi,7,341,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091208,8-Dec-09,3,Tuesday,Martes,Mardi,8,342,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091209,9-Dec-09,4,Wednesday,Miércoles,Mercredi,9,343,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091210,10-Dec-09,5,Thursday,Jueves,Jeudi,10,344,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091211,11-Dec-09,6,Friday,Viernes,Vendredi,11,345,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091212,12-Dec-09,7,Saturday,Sábado,Samedi,12,346,50,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091213,13-Dec-09,1,Sunday,Domingo,Dimanche,13,347,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091214,14-Dec-09,2,Monday,Lunes,Lundi,14,348,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091215,15-Dec-09,3,Tuesday,Martes,Mardi,15,349,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091216,16-Dec-09,4,Wednesday,Miércoles,Mercredi,16,350,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091217,17-Dec-09,5,Thursday,Jueves,Jeudi,17,351,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091218,18-Dec-09,6,Friday,Viernes,Vendredi,18,352,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091219,19-Dec-09,7,Saturday,Sábado,Samedi,19,353,51,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091220,20-Dec-09,1,Sunday,Domingo,Dimanche,20,354,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091221,21-Dec-09,2,Monday,Lunes,Lundi,21,355,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091222,22-Dec-09,3,Tuesday,Martes,Mardi,22,356,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091223,23-Dec-09,4,Wednesday,Miércoles,Mercredi,23,357,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091224,24-Dec-09,5,Thursday,Jueves,Jeudi,24,358,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091225,25-Dec-09,6,Friday,Viernes,Vendredi,25,359,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091226,26-Dec-09,7,Saturday,Sábado,Samedi,26,360,52,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091227,27-Dec-09,1,Sunday,Domingo,Dimanche,27,361,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091228,28-Dec-09,2,Monday,Lunes,Lundi,28,362,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091229,29-Dec-09,3,Tuesday,Martes,Mardi,29,363,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091230,30-Dec-09,4,Wednesday,Miércoles,Mercredi,30,364,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20091231,31-Dec-09,5,Thursday,Jueves,Jeudi,31,365,53,December,Diciembre,Décembre,12,4,2009,2,2,2010,1
20071001,1-Oct-07,2,Monday,Lunes,Lundi,1,274,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071002,2-Oct-07,3,Tuesday,Martes,Mardi,2,275,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071003,3-Oct-07,4,Wednesday,Miércoles,Mercredi,3,276,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071004,4-Oct-07,5,Thursday,Jueves,Jeudi,4,277,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071005,5-Oct-07,6,Friday,Viernes,Vendredi,5,278,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071006,6-Oct-07,7,Saturday,Sábado,Samedi,6,279,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071007,7-Oct-07,1,Sunday,Domingo,Dimanche,7,280,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071008,8-Oct-07,2,Monday,Lunes,Lundi,8,281,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071009,9-Oct-07,3,Tuesday,Martes,Mardi,9,282,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071010,10-Oct-07,4,Wednesday,Miércoles,Mercredi,10,283,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071011,11-Oct-07,5,Thursday,Jueves,Jeudi,11,284,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071012,12-Oct-07,6,Friday,Viernes,Vendredi,12,285,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071013,13-Oct-07,7,Saturday,Sábado,Samedi,13,286,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071014,14-Oct-07,1,Sunday,Domingo,Dimanche,14,287,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071015,15-Oct-07,2,Monday,Lunes,Lundi,15,288,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071016,16-Oct-07,3,Tuesday,Martes,Mardi,16,289,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071017,17-Oct-07,4,Wednesday,Miércoles,Mercredi,17,290,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071018,18-Oct-07,5,Thursday,Jueves,Jeudi,18,291,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071019,19-Oct-07,6,Friday,Viernes,Vendredi,19,292,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071020,20-Oct-07,7,Saturday,Sábado,Samedi,20,293,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071021,21-Oct-07,1,Sunday,Domingo,Dimanche,21,294,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071022,22-Oct-07,2,Monday,Lunes,Lundi,22,295,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071023,23-Oct-07,3,Tuesday,Martes,Mardi,23,296,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071024,24-Oct-07,4,Wednesday,Miércoles,Mercredi,24,297,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071025,25-Oct-07,5,Thursday,Jueves,Jeudi,25,298,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071026,26-Oct-07,6,Friday,Viernes,Vendredi,26,299,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071027,27-Oct-07,7,Saturday,Sábado,Samedi,27,300,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071028,28-Oct-07,1,Sunday,Domingo,Dimanche,28,301,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071029,29-Oct-07,2,Monday,Lunes,Lundi,29,302,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071030,30-Oct-07,3,Tuesday,Martes,Mardi,30,303,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071031,31-Oct-07,4,Wednesday,Miércoles,Mercredi,31,304,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071101,1-Nov-07,5,Thursday,Jueves,Jeudi,1,305,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071102,2-Nov-07,6,Friday,Viernes,Vendredi,2,306,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071103,3-Nov-07,7,Saturday,Sábado,Samedi,3,307,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071104,4-Nov-07,1,Sunday,Domingo,Dimanche,4,308,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071105,5-Nov-07,2,Monday,Lunes,Lundi,5,309,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071106,6-Nov-07,3,Tuesday,Martes,Mardi,6,310,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071107,7-Nov-07,4,Wednesday,Miércoles,Mercredi,7,311,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071108,8-Nov-07,5,Thursday,Jueves,Jeudi,8,312,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071109,9-Nov-07,6,Friday,Viernes,Vendredi,9,313,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071110,10-Nov-07,7,Saturday,Sábado,Samedi,10,314,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071111,11-Nov-07,1,Sunday,Domingo,Dimanche,11,315,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071112,12-Nov-07,2,Monday,Lunes,Lundi,12,316,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071113,13-Nov-07,3,Tuesday,Martes,Mardi,13,317,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071114,14-Nov-07,4,Wednesday,Miércoles,Mercredi,14,318,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071115,15-Nov-07,5,Thursday,Jueves,Jeudi,15,319,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071116,16-Nov-07,6,Friday,Viernes,Vendredi,16,320,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071117,17-Nov-07,7,Saturday,Sábado,Samedi,17,321,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071118,18-Nov-07,1,Sunday,Domingo,Dimanche,18,322,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071119,19-Nov-07,2,Monday,Lunes,Lundi,19,323,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071120,20-Nov-07,3,Tuesday,Martes,Mardi,20,324,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071121,21-Nov-07,4,Wednesday,Miércoles,Mercredi,21,325,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071122,22-Nov-07,5,Thursday,Jueves,Jeudi,22,326,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071123,23-Nov-07,6,Friday,Viernes,Vendredi,23,327,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071124,24-Nov-07,7,Saturday,Sábado,Samedi,24,328,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071125,25-Nov-07,1,Sunday,Domingo,Dimanche,25,329,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071126,26-Nov-07,2,Monday,Lunes,Lundi,26,330,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071127,27-Nov-07,3,Tuesday,Martes,Mardi,27,331,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071128,28-Nov-07,4,Wednesday,Miércoles,Mercredi,28,332,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071129,29-Nov-07,5,Thursday,Jueves,Jeudi,29,333,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071130,30-Nov-07,6,Friday,Viernes,Vendredi,30,334,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071201,1-Dec-07,7,Saturday,Sábado,Samedi,1,335,48,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071202,2-Dec-07,1,Sunday,Domingo,Dimanche,2,336,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071203,3-Dec-07,2,Monday,Lunes,Lundi,3,337,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071204,4-Dec-07,3,Tuesday,Martes,Mardi,4,338,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071205,5-Dec-07,4,Wednesday,Miércoles,Mercredi,5,339,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071206,6-Dec-07,5,Thursday,Jueves,Jeudi,6,340,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071207,7-Dec-07,6,Friday,Viernes,Vendredi,7,341,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071208,8-Dec-07,7,Saturday,Sábado,Samedi,8,342,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071209,9-Dec-07,1,Sunday,Domingo,Dimanche,9,343,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071210,10-Dec-07,2,Monday,Lunes,Lundi,10,344,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071211,11-Dec-07,3,Tuesday,Martes,Mardi,11,345,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071212,12-Dec-07,4,Wednesday,Miércoles,Mercredi,12,346,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071213,13-Dec-07,5,Thursday,Jueves,Jeudi,13,347,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071214,14-Dec-07,6,Friday,Viernes,Vendredi,14,348,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071215,15-Dec-07,7,Saturday,Sábado,Samedi,15,349,50,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071216,16-Dec-07,1,Sunday,Domingo,Dimanche,16,350,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071217,17-Dec-07,2,Monday,Lunes,Lundi,17,351,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071218,18-Dec-07,3,Tuesday,Martes,Mardi,18,352,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071219,19-Dec-07,4,Wednesday,Miércoles,Mercredi,19,353,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071220,20-Dec-07,5,Thursday,Jueves,Jeudi,20,354,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071221,21-Dec-07,6,Friday,Viernes,Vendredi,21,355,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071222,22-Dec-07,7,Saturday,Sábado,Samedi,22,356,51,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071223,23-Dec-07,1,Sunday,Domingo,Dimanche,23,357,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071224,24-Dec-07,2,Monday,Lunes,Lundi,24,358,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071225,25-Dec-07,3,Tuesday,Martes,Mardi,25,359,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071226,26-Dec-07,4,Wednesday,Miércoles,Mercredi,26,360,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071227,27-Dec-07,5,Thursday,Jueves,Jeudi,27,361,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071228,28-Dec-07,6,Friday,Viernes,Vendredi,28,362,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071229,29-Dec-07,7,Saturday,Sábado,Samedi,29,363,52,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071230,30-Dec-07,1,Sunday,Domingo,Dimanche,30,364,53,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071231,31-Dec-07,2,Monday,Lunes,Lundi,31,365,53,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20070701,1-Jul-07,1,Sunday,Domingo,Dimanche,1,182,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070702,2-Jul-07,2,Monday,Lunes,Lundi,2,183,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070703,3-Jul-07,3,Tuesday,Martes,Mardi,3,184,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070704,4-Jul-07,4,Wednesday,Miércoles,Mercredi,4,185,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070705,5-Jul-07,5,Thursday,Jueves,Jeudi,5,186,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070706,6-Jul-07,6,Friday,Viernes,Vendredi,6,187,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070707,7-Jul-07,7,Saturday,Sábado,Samedi,7,188,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070708,8-Jul-07,1,Sunday,Domingo,Dimanche,8,189,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070709,9-Jul-07,2,Monday,Lunes,Lundi,9,190,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070710,10-Jul-07,3,Tuesday,Martes,Mardi,10,191,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070711,11-Jul-07,4,Wednesday,Miércoles,Mercredi,11,192,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070712,12-Jul-07,5,Thursday,Jueves,Jeudi,12,193,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070713,13-Jul-07,6,Friday,Viernes,Vendredi,13,194,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070714,14-Jul-07,7,Saturday,Sábado,Samedi,14,195,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070715,15-Jul-07,1,Sunday,Domingo,Dimanche,15,196,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070716,16-Jul-07,2,Monday,Lunes,Lundi,16,197,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070717,17-Jul-07,3,Tuesday,Martes,Mardi,17,198,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070718,18-Jul-07,4,Wednesday,Miércoles,Mercredi,18,199,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070719,19-Jul-07,5,Thursday,Jueves,Jeudi,19,200,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070720,20-Jul-07,6,Friday,Viernes,Vendredi,20,201,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070721,21-Jul-07,7,Saturday,Sábado,Samedi,21,202,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
